ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-60655N|uniprotkb:E9PWQ3	DIP-60655N|uniprotkb:E9PWQ3	-	-	-	-	MI:0808(comigration in sds page)	-	pubmed:24332716|pubmed:DIP-16468S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-195813E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34137N|refseq:NP_058044|uniprotkb:O08807	DIP-53700N|uniprotkb:Q8NBS9	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0071(molecular sieving)	-	pubmed:24462249|pubmed:DIP-16477S|pubmed:24462249|pubmed:DIP-16477S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195823E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60660N|refseq:NP_848834|uniprotkb:Q8BGV8	DIP-60660N|refseq:NP_848834|uniprotkb:Q8BGV8	-	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0114(x-ray crystallography)	-	pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195824E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60660N|refseq:NP_848834|uniprotkb:Q8BGV8	DIP-54818N|uniprotkb:Q8K1M6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0419(gtpase assay)|MI:0028(cosedimentation in solution)|MI:0020(transmission electron microscopy)|MI:0018(two hybrid)	-	pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-195825E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-54818N|uniprotkb:Q8K1M6	DIP-60661N|refseq:NP_001009927|uniprotkb:Q5NCS9	 -	-	-	-	MI:0028(cosedimentation in solution)|MI:0419(gtpase assay)	-	pubmed:24508339|pubmed:DIP-16479S|pubmed:24508339|pubmed:DIP-16479S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195826E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60663N|refseq:NP_034788|uniprotkb:P54841	DIP-60663N|refseq:NP_034788|uniprotkb:P54841	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:24530283|pubmed:DIP-16482S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-195829E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60663N|refseq:NP_034788|uniprotkb:P54841	DIP-1066N|refseq:NP_034364|uniprotkb:P01101	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0006(anti bait coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24530283|pubmed:DIP-16482S|pubmed:24530283|pubmed:DIP-16482S|pubmed:24530283|pubmed:DIP-16482S|pubmed:24530283|pubmed:DIP-16482S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-195830E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-41976N|uniprotkb:Q99P72	DIP-60681N|refseq:NP_034463|uniprotkb:P52592	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24453941|pubmed:DIP-16489S|pubmed:24453941|pubmed:DIP-16489S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195861E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60681N|refseq:NP_034463|uniprotkb:P52592	DIP-37179N|refseq:NP_114019|uniprotkb:Q9JK11	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:1247(mst)	-	pubmed:24453941|pubmed:DIP-16489S|pubmed:24453941|pubmed:DIP-16489S|pubmed:24453941|pubmed:DIP-16489S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195862E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60681N|refseq:NP_034463|uniprotkb:P52592	DIP-29742N|uniprotkb:P62991	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24453941|pubmed:DIP-16489S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-195863E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29021N|uniprotkb:P68135	DIP-60685N|refseq:NP_062318|uniprotkb:Q9JL04	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:24586110|pubmed:DIP-16494S	taxid:9986(Oryctolagus cuniculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-195890E	dip-quality-status:core	dip:0004(small scale)		-
DIP-11N|refseq:NP_032199|uniprotkb:P06537	DIP-11N|refseq:NP_032199|uniprotkb:P06537	-	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:24642507|pubmed:DIP-16496S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-195892E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38596N|refseq:NP_035673|uniprotkb:Q9WTX5	DIP-60700N|uniprotkb:Q9QXW2	 -	-	-	-	MI:0071(molecular sieving)|MI:0096(pull down)	-	pubmed:23314863|pubmed:DIP-16514S|pubmed:23314863|pubmed:DIP-16514S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-195923E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-30932N|uniprotkb:P06748	DIP-24169N|uniprotkb:Q64364	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23851489|pubmed:DIP-16516S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-195929E	dip-quality-status:core	dip:0004(small scale)		-
DIP-661N|refseq:NP_036079|uniprotkb:P63085	DIP-50870N|uniprotkb:O95863	 -	-	-	-	MI:0424(protein kinase assay)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23644467|pubmed:DIP-16521S|pubmed:23644467|pubmed:DIP-16521S|pubmed:23644467|pubmed:DIP-16521S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0217(phosphorylation reaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195949E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60705N|refseq:NP_031863|uniprotkb:P35639	DIP-30969N|refseq:NP_033846|uniprotkb:Q06507	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23624402|pubmed:DIP-16523S|pubmed:23624402|pubmed:DIP-16523S|pubmed:23624402|pubmed:DIP-16523S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195952E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60713N|uniprotkb:O88797	DIP-29208N|refseq:NP_034241|uniprotkb:P52800	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195976E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60714N|refseq:NP_032055|uniprotkb:P35917	DIP-39422N|uniprotkb:P98078	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195979E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-39422N|uniprotkb:P98078	DIP-41727N|uniprotkb:Q99NH2	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195982E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60714N|refseq:NP_032055|uniprotkb:P35917	DIP-41727N|uniprotkb:Q99NH2	 -	-	-	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-195983E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35299N|refseq:NP_033948|uniprotkb:P26231	DIP-35299N|refseq:NP_033948|uniprotkb:P26231	-	-	-	-	MI:0071(molecular sieving)|MI:0067(light scattering)	-	pubmed:23417122|pubmed:DIP-16528S|pubmed:23417122|pubmed:DIP-16528S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195988E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-31971N|uniprotkb:Q61301	DIP-31971N|uniprotkb:Q61301	-	-	-	-	MI:0071(molecular sieving)|MI:0067(light scattering)	-	pubmed:23417122|pubmed:DIP-16528S|pubmed:23417122|pubmed:DIP-16528S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-195989E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-54818N|uniprotkb:Q8K1M6	DIP-54818N|uniprotkb:Q8K1M6	-	-	-	-	MI:0020(transmission electron microscopy)	-	pubmed:24508339|pubmed:DIP-16479S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-195827E	dip-quality-status:core	dip:0004(small scale)		-
DIP-43977N|refseq:NP_031515|uniprotkb:Q9WTL8	DIP-60818N|refseq:NP_001028474|uniprotkb:Q3TQ03	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24736997|pubmed:DIP-16661S|pubmed:24736997|pubmed:DIP-16661S|pubmed:24736997|pubmed:DIP-16661S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196476E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-38519N|refseq:NP_035195|uniprotkb:O35973	DIP-38515N|refseq:NP_031797|uniprotkb:P97784	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:24737000|pubmed:DIP-16662S|pubmed:24737000|pubmed:DIP-16662S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196490E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-28136N|uniprotkb:P23198	DIP-60702N|refseq:NP_080318|uniprotkb:Q9DB91	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23748610|pubmed:DIP-16518S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196327E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60704N|uniprotkb:Q4KM98	DIP-54818N|uniprotkb:Q8K1M6	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23792689|pubmed:DIP-16520S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196329E	dip-quality-status:core	dip:0004(small scale)		-
DIP-54818N|uniprotkb:Q8K1M6	DIP-36947N|refseq:NP_114180|uniprotkb:P08081	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23792689|pubmed:DIP-16520S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196330E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29698N|refseq:NP_001028842|uniprotkb:P53563	DIP-54818N|uniprotkb:Q8K1M6	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23792689|pubmed:DIP-16520S|pubmed:23792689|pubmed:DIP-16520S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196331E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-41048N|uniprotkb:P02563	DIP-29208N|refseq:NP_034241|uniprotkb:P52800	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196350E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29208N|refseq:NP_034241|uniprotkb:P52800	DIP-33275N|refseq:NP_037331|uniprotkb:P39052	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196351E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29208N|refseq:NP_034241|uniprotkb:P52800	DIP-36966N|refseq:NP_062172|uniprotkb:P11442	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196352E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29208N|refseq:NP_034241|uniprotkb:P52800	DIP-29766N|refseq:NP_001100981	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196353E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29765N|refseq:NP_112270|uniprotkb:P18484	DIP-29208N|refseq:NP_034241|uniprotkb:P52800	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196354E	dip-quality-status:core	dip:0004(small scale)		-
DIP-40660N|refseq:NP_598850|uniprotkb:Q80U72	DIP-60723N|refseq:NP_032269|uniprotkb:P26928	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24362629|pubmed:DIP-16546S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196054E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60725N|uniprotkb:Q3UIK4	DIP-60724N|uniprotkb:Q8C3P7	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24394384|pubmed:DIP-16547S|pubmed:24394384|pubmed:DIP-16547S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196055E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60731N|refseq:NP_058660|uniprotkb:O70576	DIP-60728N|uniprotkb:Q8C0V1	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196059E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60728N|uniprotkb:Q8C0V1	DIP-44231N|refseq:NP_033378|uniprotkb:P70371	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-196060E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60728N|uniprotkb:Q8C0V1	DIP-60732N|uniprotkb:Q9D666	 -	-	-	-	MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S|pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196061E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31499N|refseq:NP_032254|uniprotkb:O09106	DIP-49605N|uniprotkb:Q9Z1J1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24463605|pubmed:DIP-16549S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196062E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60734N|refseq:NP_848825|uniprotkb:Q8CFH6	DIP-60734N|refseq:NP_848825|uniprotkb:Q8CFH6	-	-	-	-	MI:0424(protein kinase assay)	-	pubmed:24561619|pubmed:DIP-16551S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-196066E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29354N|refseq:NP_034001|uniprotkb:P61809	DIP-60734N|refseq:NP_848825|uniprotkb:Q8CFH6	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0424(protein kinase assay)	-	pubmed:24561619|pubmed:DIP-16551S|pubmed:24561619|pubmed:DIP-16551S|pubmed:24561619|pubmed:DIP-16551S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-196067E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29742N|uniprotkb:P62991	DIP-29354N|refseq:NP_034001|uniprotkb:P61809	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24561619|pubmed:DIP-16551S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196068E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29354N|refseq:NP_034001|uniprotkb:P61809	DIP-47060N|uniprotkb:Q80U04	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24561619|pubmed:DIP-16551S|pubmed:24561619|pubmed:DIP-16551S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196070E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-47040N|uniprotkb:O43164	DIP-29354N|refseq:NP_034001|uniprotkb:P61809	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24561619|pubmed:DIP-16551S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196071E	dip-quality-status:core	dip:0004(small scale)		-
DIP-54657N|uniprotkb:Q61553	DIP-29021N|uniprotkb:P68135	 -	-	-	-	MI:0953(polymerization)|MI:0416(fluorescence microscopy)	-	pubmed:24633326|pubmed:DIP-16553S|pubmed:24633326|pubmed:DIP-16553S	taxid:10090(Mus musculus)	taxid:9986(Oryctolagus cuniculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-196077E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-36058N|refseq:NP_444322|uniprotkb:Q99MN1	DIP-38089N|refseq:XP_001473955|uniprotkb:P14206	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24212136|pubmed:DIP-16554S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196079E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60737N|uniprotkb:Q9QZQ1	DIP-1050N|refseq:NP_005334|uniprotkb:P01112	 -	-	-	-	MI:0077(nuclear magnetic resonance)	-	pubmed:24441586|pubmed:DIP-16560S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196089E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1050N|refseq:NP_005334|uniprotkb:P01112	DIP-60738N|refseq:NP_062534|uniprotkb:Q8K4S1	 -	-	-	-	MI:0077(nuclear magnetic resonance)	-	pubmed:24441586|pubmed:DIP-16560S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196090E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60739N|refseq:NP_653115|uniprotkb:Q8VHC5	DIP-60740N|uniprotkb:P27732	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:24441587|pubmed:DIP-16561S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196093E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60739N|refseq:NP_653115|uniprotkb:Q8VHC5	DIP-46236N|uniprotkb:Q07652	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:24441587|pubmed:DIP-16561S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196094E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60741N|refseq:NP_067295|uniprotkb:Q9JI33	DIP-46587N|uniprotkb:P70211	 -	-	-	-	MI:0096(pull down)	-	pubmed:19193855|pubmed:DIP-16562S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196095E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60743N|refseq:NP_071543|uniprotkb:O08722	DIP-60741N|refseq:NP_067295|uniprotkb:Q9JI33	 -	-	-	-	MI:0096(pull down)	-	pubmed:19193855|pubmed:DIP-16562S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196097E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60741N|refseq:NP_067295|uniprotkb:Q9JI33	DIP-41793N|uniprotkb:P02468	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19193855|pubmed:DIP-16562S|pubmed:19193855|pubmed:DIP-16562S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196098E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32216N|refseq:NP_796302|uniprotkb:Q68ED2	DIP-30941N|refseq:NP_445912|uniprotkb:Q9EP80	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:20018661|pubmed:DIP-16565S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196103E	dip-quality-status:core	dip:0004(small scale)		-
DIP-39409N|refseq:NP_035175|uniprotkb:P17918	DIP-45885N|uniprotkb:P52431	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19416922|pubmed:DIP-16573S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196129E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24178N|uniprotkb:P39689	DIP-39409N|refseq:NP_035175|uniprotkb:P17918	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19416922|pubmed:DIP-16573S|pubmed:19416922|pubmed:DIP-16573S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196130E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-49395N|uniprotkb:Q8BTI9	DIP-39409N|refseq:NP_035175|uniprotkb:P17918	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19416922|pubmed:DIP-16573S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196131E	dip-quality-status:core	dip:0004(small scale)		-
