ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-27422N|refseq:NP_498166|uniprotkb:Q09566	DIP-25252N|refseq:NP_506333	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43732E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26180N|refseq:NP_507951|uniprotkb:Q9XX56	DIP-27342N|refseq:NP_494893|uniprotkb:Q21746	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43763E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26192N|refseq:NP_497405|uniprotkb:Q9BKS1	DIP-25203N|refseq:NP_499517|uniprotkb:Q9XWU4	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43808E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24415N|refseq:NP_492896|uniprotkb:Q9XV35	DIP-26143N|refseq:NP_496879|uniprotkb:Q9XWH0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43968E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27120N|refseq:NP_496639|uniprotkb:O02353	DIP-27111N|refseq:NP_501531|uniprotkb:Q22388	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43996E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26385N|refseq:NP_001022799|uniprotkb:O45865	DIP-27120N|refseq:NP_496639|uniprotkb:O02353	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43997E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26867N|uniprotkb:Q9N4B8	DIP-26375N|refseq:NP_497188|uniprotkb:Q9TZ39	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43563E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26872N|refseq:NP_496801|uniprotkb:P36573	DIP-24799N|uniprotkb:O18673	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43639E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25302N|uniprotkb:O45924	DIP-26709N|refseq:NP_493312|uniprotkb:Q9XTG3	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43782E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25302N|uniprotkb:O45924	DIP-25407N|refseq:NP_506127|uniprotkb:Q23158	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43783E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25994N|refseq:NP_498947|uniprotkb:P34453	DIP-26207N|refseq:NP_499722|uniprotkb:Q9U2J8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43785E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26207N|refseq:NP_499722|uniprotkb:Q9U2J8	DIP-27342N|refseq:NP_494893|uniprotkb:Q21746	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43786E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26068N|refseq:NP_499931|uniprotkb:Q9TYJ7	DIP-26207N|refseq:NP_499722|uniprotkb:Q9U2J8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43787E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24572N|refseq:NP_499717|uniprotkb:Q9U2K8	DIP-26846N|refseq:NP_491416|uniprotkb:O02056	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43788E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25991N|refseq:NP_509602|uniprotkb:Q17776	DIP-24572N|refseq:NP_499717|uniprotkb:Q9U2K8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43789E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24572N|refseq:NP_499717|uniprotkb:Q9U2K8	DIP-27347N|uniprotkb:Q9U2R6	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43790E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	DIP-24438N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43791E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26405N|refseq:NP_497731|uniprotkb:P41829	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43792E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26609N|refseq:NP_495606|uniprotkb:Q19537	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43793E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25770N|uniprotkb:Q20684	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43796E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25649N|refseq:NP_741775|uniprotkb:Q21156	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43797E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	DIP-27467N|refseq:NP_499964|uniprotkb:P91374	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43798E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26332N|refseq:NP_506691|uniprotkb:Q22053	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43799E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	DIP-25495N|refseq:NP_501641|uniprotkb:O01255	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43800E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27125N|refseq:NP_501528|uniprotkb:Q22847	DIP-25926N|refseq:NP_490956|uniprotkb:Q9GSQ0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43801E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26333N|refseq:NP_505098|uniprotkb:Q18919	DIP-24825N|refseq:NP_493366|uniprotkb:Q9XWP6	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43802E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25069N|refseq:NP_494128|uniprotkb:O44821	DIP-24825N|refseq:NP_493366|uniprotkb:Q9XWP6	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43803E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24825N|refseq:NP_493366|uniprotkb:Q9XWP6	DIP-27051N|refseq:NP_510278|uniprotkb:Q20742	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43804E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25384N|refseq:NP_503729|uniprotkb:O61899	DIP-25203N|refseq:NP_499517|uniprotkb:Q9XWU4	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43806E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26218N|refseq:NP_501354|uniprotkb:Q9N3Y1	DIP-25203N|refseq:NP_499517|uniprotkb:Q9XWU4	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43807E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26650N|refseq:NP_496273|uniprotkb:P54811	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43809E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-25387N|refseq:NP_506153|uniprotkb:Q17971	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43810E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26091N|refseq:NP_496174|uniprotkb:Q09479	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43811E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25651N|refseq:NP_498349|uniprotkb:P48152	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43812E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-24937N|refseq:NP_505345|uniprotkb:Q18157	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43813E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26627N|refseq:NP_495240|uniprotkb:Q18320	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43814E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25678N|refseq:NP_495849|uniprotkb:Q18426	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43816E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-26117N|refseq:NP_494200|uniprotkb:Q9TZA5	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43817E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27270N|refseq:NP_509017|uniprotkb:Q95YC6	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43818E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26548N|refseq:NP_493596|uniprotkb:O02244	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43820E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-26745N|refseq:NP_506687|uniprotkb:Q22055	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43837E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-24574N|refseq:NP_506974|uniprotkb:O18048	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43838E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26113N|refseq:NP_498502|uniprotkb:Q22311	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43839E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-25547N|refseq:NP_495656|uniprotkb:P45972	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43840E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-25891N|refseq:NP_502280|uniprotkb:Q22436	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43841E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26888N|refseq:NP_504730|uniprotkb:O17030	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43842E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-26447N|refseq:NP_498635|uniprotkb:P32085	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43843E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27376N|refseq:NP_497950|uniprotkb:Q22694	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43845E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25772N|refseq:NP_505143|uniprotkb:O17526	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43847E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-26732N|refseq:NP_494717|uniprotkb:Q23182	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43849E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-24816N|refseq:NP_496921|uniprotkb:Q9XUK0	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43850E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26450N|refseq:NP_510648|uniprotkb:O02365	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43851E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27233N|refseq:NP_507175|uniprotkb:Q9XXH0	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43852E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24402N|refseq:NP_499741|uniprotkb:O45934	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43853E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26064N|refseq:NP_502622|uniprotkb:O62468	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43854E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-24811N|refseq:NP_503731|uniprotkb:Q9N4Y9	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43855E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27150N|refseq:NP_496983|uniprotkb:Q9XVZ8	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43856E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	DIP-25448N|refseq:NP_502744|uniprotkb:Q9U1V2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43857E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26029N|uniprotkb:Q23345	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43859E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24759N|refseq:NP_499177|uniprotkb:P34653	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43860E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25035N|refseq:NP_498715|uniprotkb:P34673	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43861E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25847N|refseq:NP_505616|uniprotkb:Q23639	DIP-26597N|refseq:NP_499521|uniprotkb:Q9U2I2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43862E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25702N|refseq:NP_501102|uniprotkb:Q9N3X3	DIP-24663N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43863E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25373N|refseq:NP_497406|uniprotkb:Q9BKS0	DIP-25702N|refseq:NP_501102|uniprotkb:Q9N3X3	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43864E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25225N|refseq:NP_001023465|uniprotkb:Q95Q25	DIP-25566N|refseq:NP_498776|uniprotkb:P34328	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43865E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25225N|refseq:NP_001023465|uniprotkb:Q95Q25	DIP-25225N|refseq:NP_001023465|uniprotkb:Q95Q25	-	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43866E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26544N|refseq:NP_501907|uniprotkb:Q9XXE5	DIP-24663N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43867E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24402N|refseq:NP_499741|uniprotkb:O45934	DIP-26515N|refseq:NP_497991	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-43868E	dip-quality-status:	dip:0005(high throughput)		-
